MACHINE_ID,BREACH_START,BREACH_END,BREACH_POINTS,MAX_TEMP,BREACH_DURATION_MINUTES,TEMP_THRESHOLD_BASELINE,SUSTAINED_BREACH
M-0220,2026-04-14 12:14:00.841,2026-04-14 12:14:03.946,3,94.26,0.05175,85.0,False
M-0220,2026-04-14 12:14:08.231,2026-04-14 12:14:12.821,4,94.27,0.0765,85.0,False
M-0220,2026-04-14 12:14:16.104,2026-04-14 12:14:16.104,1,89.02,0.0,85.0,False
M-0220,2026-04-14 12:14:20.607,2026-04-14 12:14:20.607,1,87.78,0.0,85.0,False
M-0220,2026-04-14 12:14:22.783,2026-04-14 12:14:28.437,6,94.41,0.09423333333333334,85.0,False
M-0220,2026-04-14 12:14:38.147,2026-04-14 12:14:38.147,1,90.54,0.0,85.0,False
M-0221,2026-04-14 12:13:47.583,2026-04-14 12:13:47.583,1,93.71,0.0,85.0,False
M-0221,2026-04-14 12:13:53.527,2026-04-14 12:13:53.527,1,89.06,0.0,85.0,False
M-0221,2026-04-14 12:13:57.450,2026-04-14 12:13:57.450,1,90.84,0.0,85.0,False
M-0221,2026-04-14 12:14:00.902,2026-04-14 12:14:02.430,2,91.37,0.02546666666666667,85.0,False
M-0221,2026-04-14 12:14:11.582,2026-04-14 12:14:11.582,1,93.81,0.0,85.0,False
M-0221,2026-04-14 12:14:17.721,2026-04-14 12:14:20.793,3,91.61,0.0512,85.0,False
M-0221,2026-04-14 12:14:24.021,2026-04-14 12:14:25.538,2,89.68,0.02528333333333333,85.0,False
M-0221,2026-04-14 12:14:28.581,2026-04-14 12:14:28.581,1,87.64,0.0,85.0,False
M-0221,2026-04-14 12:14:30.692,2026-04-14 12:14:34.257,4,89.44,0.059416666666666666,85.0,False
M-0222,2026-04-14 12:13:41.327,2026-04-14 12:13:41.327,1,87.47,0.0,85.0,False
M-0222,2026-04-14 12:13:52.385,2026-04-14 12:13:53.780,2,91.95,0.02325,85.0,False
M-0222,2026-04-14 12:13:59.800,2026-04-14 12:13:59.800,1,93.28,0.0,85.0,False
M-0222,2026-04-14 12:14:06.721,2026-04-14 12:14:11.853,4,93.69,0.08553333333333332,85.0,False
M-0222,2026-04-14 12:14:16.342,2026-04-14 12:14:19.467,3,93.21,0.052083333333333336,85.0,False
M-0222,2026-04-14 12:14:22.032,2026-04-14 12:14:25.571,4,93.92,0.05898333333333334,85.0,False
M-0222,2026-04-14 12:14:27.713,2026-04-14 12:14:29.722,3,94.17,0.03348333333333333,85.0,False
M-0222,2026-04-14 12:14:33.071,2026-04-14 12:14:34.295,2,94.53,0.020399999999999998,85.0,False
M-0223,2026-04-14 12:13:41.793,2026-04-14 12:13:44.312,2,90.56,0.04198333333333334,85.0,False
M-0223,2026-04-14 12:13:49.830,2026-04-14 12:13:49.830,1,92.49,0.0,85.0,False
M-0223,2026-04-14 12:14:02.320,2026-04-14 12:14:02.320,1,92.6,0.0,85.0,False
M-0223,2026-04-14 12:14:07.891,2026-04-14 12:14:07.891,1,91.51,0.0,85.0,False
M-0223,2026-04-14 12:14:16.050,2026-04-14 12:14:16.050,1,86.4,0.0,85.0,False
M-0223,2026-04-14 12:14:18.859,2026-04-14 12:14:18.859,1,94.61,0.0,85.0,False
M-0223,2026-04-14 12:14:22.729,2026-04-14 12:14:22.729,1,92.26,0.0,85.0,False
M-0223,2026-04-14 12:14:27.307,2026-04-14 12:14:27.307,1,85.02,0.0,85.0,False
M-0223,2026-04-14 12:14:29.348,2026-04-14 12:14:29.348,1,92.91,0.0,85.0,False
M-0223,2026-04-14 12:14:31.515,2026-04-14 12:14:31.515,1,90.07,0.0,85.0,False
M-0223,2026-04-14 12:14:34.110,2026-04-14 12:14:34.110,1,86.35,0.0,85.0,False
M-0223,2026-04-14 12:14:36.481,2026-04-14 12:14:36.481,1,86.77,0.0,85.0,False
M-0224,2026-04-14 12:13:56.372,2026-04-14 12:13:56.372,1,93.72,0.0,85.0,False
M-0224,2026-04-14 12:14:01.908,2026-04-14 12:14:01.908,1,91.45,0.0,85.0,False
M-0224,2026-04-14 12:14:05.919,2026-04-14 12:14:09.845,3,92.46,0.06543333333333333,85.0,False
M-0224,2026-04-14 12:14:16.947,2026-04-14 12:14:16.947,1,86.41,0.0,85.0,False
M-0224,2026-04-14 12:14:31.155,2026-04-14 12:14:31.155,1,91.2,0.0,85.0,False
M-0224,2026-04-14 12:14:37.399,2026-04-14 12:14:37.399,1,85.79,0.0,85.0,False
M-0225,2026-04-14 12:13:51.791,2026-04-14 12:13:53.166,2,91.35,0.022916666666666665,85.0,False
M-0225,2026-04-14 12:14:05.075,2026-04-14 12:14:05.075,1,93.31,0.0,85.0,False
M-0225,2026-04-14 12:14:17.440,2026-04-14 12:14:22.755,5,91.87,0.08858333333333333,85.0,False
M-0225,2026-04-14 12:14:25.178,2026-04-14 12:14:26.203,2,92.06,0.017083333333333332,85.0,False
M-0225,2026-04-14 12:14:29.341,2026-04-14 12:14:29.341,1,93.98,0.0,85.0,False
M-0225,2026-04-14 12:14:34.063,2026-04-14 12:14:34.063,1,92.45,0.0,85.0,False
M-0225,2026-04-14 12:14:36.458,2026-04-14 12:14:36.458,1,86.19,0.0,85.0,False
M-0226,2026-04-14 12:13:44.827,2026-04-14 12:13:44.827,1,92.73,0.0,85.0,False
M-0226,2026-04-14 12:13:53.648,2026-04-14 12:13:53.648,1,88.2,0.0,85.0,False
M-0226,2026-04-14 12:13:57.541,2026-04-14 12:13:57.541,1,87.46,0.0,85.0,False
M-0226,2026-04-14 12:14:04.382,2026-04-14 12:14:04.382,1,90.54,0.0,85.0,False
M-0226,2026-04-14 12:14:06.714,2026-04-14 12:14:06.714,1,88.04,0.0,85.0,False
M-0226,2026-04-14 12:14:11.802,2026-04-14 12:14:11.802,1,92.8,0.0,85.0,False
M-0226,2026-04-14 12:14:16.328,2026-04-14 12:14:16.328,1,85.65,0.0,85.0,False
M-0226,2026-04-14 12:14:19.371,2026-04-14 12:14:19.371,1,94.55,0.0,85.0,False
M-0226,2026-04-14 12:14:22.011,2026-04-14 12:14:22.011,1,85.44,0.0,85.0,False
M-0226,2026-04-14 12:14:26.713,2026-04-14 12:14:26.713,1,89.13,0.0,85.0,False
M-0226,2026-04-14 12:14:28.723,2026-04-14 12:14:31.851,4,93.19,0.05213333333333334,85.0,False
M-0226,2026-04-14 12:14:34.297,2026-04-14 12:14:34.297,1,85.92,0.0,85.0,False
M-0227,2026-04-14 12:13:38.747,2026-04-14 12:13:40.476,2,90.85,0.028816666666666668,85.0,False
M-0227,2026-04-14 12:13:51.208,2026-04-14 12:13:51.208,1,91.9,0.0,85.0,False
M-0227,2026-04-14 12:13:55.310,2026-04-14 12:13:56.576,2,88.27,0.0211,85.0,False
M-0227,2026-04-14 12:14:02.196,2026-04-14 12:14:03.201,2,90.86,0.016749999999999998,85.0,False
M-0227,2026-04-14 12:14:07.598,2026-04-14 12:14:07.598,1,88.02,0.0,85.0,False
M-0227,2026-04-14 12:14:12.484,2026-04-14 12:14:12.484,1,92.72,0.0,85.0,False
M-0227,2026-04-14 12:14:15.821,2026-04-14 12:14:15.821,1,89.21,0.0,85.0,False
M-0227,2026-04-14 12:14:25.981,2026-04-14 12:14:25.981,1,86.21,0.0,85.0,False
M-0227,2026-04-14 12:14:30.277,2026-04-14 12:14:33.765,4,94.85,0.058133333333333335,85.0,False
M-0227,2026-04-14 12:14:36.351,2026-04-14 12:14:36.351,1,90.05,0.0,85.0,False
M-0228,2026-04-14 12:13:40.285,2026-04-14 12:13:40.285,1,92.67,0.0,85.168,False
M-0228,2026-04-14 12:13:45.446,2026-04-14 12:13:45.446,1,94.59,0.0,85.168,False
M-0228,2026-04-14 12:13:52.949,2026-04-14 12:13:52.949,1,92.23,0.0,85.168,False
M-0228,2026-04-14 12:14:00.331,2026-04-14 12:14:02.909,3,94.27,0.04296666666666667,85.168,False
M-0228,2026-04-14 12:14:09.839,2026-04-14 12:14:10.970,2,94.93,0.01885,85.168,False
M-0228,2026-04-14 12:14:13.559,2026-04-14 12:14:13.559,1,92.38,0.0,85.168,False
M-0228,2026-04-14 12:14:18.291,2026-04-14 12:14:22.384,4,94.37,0.06821666666666666,85.168,False
M-0228,2026-04-14 12:14:25.893,2026-04-14 12:14:25.893,1,94.64,0.0,85.168,False
M-0228,2026-04-14 12:14:28.058,2026-04-14 12:14:28.058,1,90.26,0.0,85.168,False
M-0228,2026-04-14 12:14:30.069,2026-04-14 12:14:31.152,2,91.39,0.01805,85.168,False
M-0228,2026-04-14 12:14:33.458,2026-04-14 12:14:34.580,2,93.9,0.0187,85.168,False
M-0229,2026-04-14 12:13:40.008,2026-04-14 12:13:40.008,1,90.28,0.0,85.0,False
M-0229,2026-04-14 12:13:42.515,2026-04-14 12:13:44.709,2,88.36,0.036566666666666664,85.0,False
M-0229,2026-04-14 12:13:53.564,2026-04-14 12:13:53.564,1,90.03,0.0,85.0,False
M-0229,2026-04-14 12:13:57.453,2026-04-14 12:13:57.453,1,89.35,0.0,85.0,False
M-0229,2026-04-14 12:14:02.432,2026-04-14 12:14:04.092,2,89.63,0.027666666666666666,85.0,False
M-0229,2026-04-14 12:14:12.982,2026-04-14 12:14:14.416,2,90.54,0.023899999999999998,85.0,False
M-0229,2026-04-14 12:14:19.235,2026-04-14 12:14:19.235,1,85.56,0.0,85.0,False
M-0229,2026-04-14 12:14:21.957,2026-04-14 12:14:24.024,3,91.31,0.03445,85.0,False
M-0229,2026-04-14 12:14:26.551,2026-04-14 12:14:27.554,2,93.47,0.016716666666666664,85.0,False
M-0229,2026-04-14 12:14:29.557,2026-04-14 12:14:29.557,1,94.34,0.0,85.0,False
M-0229,2026-04-14 12:14:35.796,2026-04-14 12:14:36.800,2,90.23,0.016733333333333333,85.0,False
M-0230,2026-04-14 12:13:40.489,2026-04-14 12:13:40.489,1,89.66,0.0,85.0,False
M-0230,2026-04-14 12:13:46.560,2026-04-14 12:13:51.541,3,92.66,0.08301666666666667,85.0,False
M-0230,2026-04-14 12:13:56.452,2026-04-14 12:13:56.452,1,86.11,0.0,85.0,False
M-0230,2026-04-14 12:14:03.102,2026-04-14 12:14:03.102,1,93.66,0.0,85.0,False
M-0230,2026-04-14 12:14:06.186,2026-04-14 12:14:09.939,3,94.44,0.06255000000000001,85.0,False
M-0230,2026-04-14 12:14:12.445,2026-04-14 12:14:12.445,1,94.87,0.0,85.0,False
M-0230,2026-04-14 12:14:15.810,2026-04-14 12:14:15.810,1,86.99,0.0,85.0,False
M-0230,2026-04-14 12:14:18.566,2026-04-14 12:14:22.612,4,91.01,0.06743333333333333,85.0,False
M-0230,2026-04-14 12:14:24.701,2026-04-14 12:14:27.087,3,89.36,0.039766666666666665,85.0,False
M-0230,2026-04-14 12:14:30.250,2026-04-14 12:14:32.503,3,91.43,0.03755,85.0,False
M-0230,2026-04-14 12:14:36.339,2026-04-14 12:14:36.339,1,87.78,0.0,85.0,False
M-0231,2026-04-14 12:13:41.456,2026-04-14 12:13:45.381,3,94.93,0.06541666666666666,85.0,False
M-0231,2026-04-14 12:13:52.758,2026-04-14 12:13:52.758,1,85.04,0.0,85.0,False
M-0231,2026-04-14 12:13:57.929,2026-04-14 12:14:00.093,2,91.5,0.03606666666666667,85.0,False
M-0231,2026-04-14 12:14:02.706,2026-04-14 12:14:04.514,2,90.7,0.030133333333333335,85.0,False
M-0231,2026-04-14 12:14:07.029,2026-04-14 12:14:07.029,1,90.38,0.0,85.0,False
M-0231,2026-04-14 12:14:12.131,2026-04-14 12:14:15.242,3,93.32,0.05185,85.0,False
M-0231,2026-04-14 12:14:18.098,2026-04-14 12:14:18.098,1,85.66,0.0,85.0,False
M-0231,2026-04-14 12:14:21.147,2026-04-14 12:14:21.147,1,92.22,0.0,85.0,False
M-0231,2026-04-14 12:14:23.268,2026-04-14 12:14:24.273,2,88.51,0.016749999999999998,85.0,False
M-0231,2026-04-14 12:14:27.966,2026-04-14 12:14:28.968,2,91.15,0.0167,85.0,False
M-0231,2026-04-14 12:14:30.972,2026-04-14 12:14:30.972,1,92.47,0.0,85.0,False
M-0231,2026-04-14 12:14:38.723,2026-04-14 12:14:38.723,1,92.04,0.0,85.0,False
M-0232,2026-04-14 12:13:38.743,2026-04-14 12:13:40.276,2,94.66,0.02555,85.0,False
M-0232,2026-04-14 12:13:43.553,2026-04-14 12:13:43.553,1,85.88,0.0,85.0,False
M-0232,2026-04-14 12:13:48.548,2026-04-14 12:13:54.503,4,94.63,0.09925,85.0,False
M-0232,2026-04-14 12:14:01.612,2026-04-14 12:14:01.612,1,93.74,0.0,85.0,False
M-0232,2026-04-14 12:14:09.651,2026-04-14 12:14:09.651,1,88.39,0.0,85.0,False
M-0232,2026-04-14 12:14:15.358,2026-04-14 12:14:16.584,2,88.48,0.020433333333333335,85.0,False
M-0232,2026-04-14 12:14:19.693,2026-04-14 12:14:19.693,1,90.58,0.0,85.0,False
M-0232,2026-04-14 12:14:24.275,2026-04-14 12:14:25.819,2,87.01,0.025733333333333334,85.0,False
M-0232,2026-04-14 12:14:28.973,2026-04-14 12:14:29.974,2,92.49,0.01668333333333333,85.0,False
M-0232,2026-04-14 12:14:32.169,2026-04-14 12:14:32.169,1,92.27,0.0,85.0,False
M-0232,2026-04-14 12:14:36.081,2026-04-14 12:14:36.081,1,85.98,0.0,85.0,False
M-0233,2026-04-14 12:13:38.737,2026-04-14 12:13:38.737,1,90.18,0.0,85.0,False
M-0233,2026-04-14 12:13:42.748,2026-04-14 12:13:42.748,1,91.35,0.0,85.0,False
M-0233,2026-04-14 12:13:54.123,2026-04-14 12:13:54.123,1,88.63,0.0,85.0,False
M-0233,2026-04-14 12:13:57.626,2026-04-14 12:13:57.626,1,94.75,0.0,85.0,False
M-0233,2026-04-14 12:14:01.268,2026-04-14 12:14:01.268,1,90.06,0.0,85.0,False
M-0233,2026-04-14 12:14:10.716,2026-04-14 12:14:10.716,1,85.52,0.0,85.0,False
M-0233,2026-04-14 12:14:19.515,2026-04-14 12:14:19.515,1,88.24,0.0,85.0,False
M-0233,2026-04-14 12:14:22.065,2026-04-14 12:14:24.119,3,92.66,0.03423333333333333,85.0,False
M-0233,2026-04-14 12:14:26.766,2026-04-14 12:14:26.766,1,93.71,0.0,85.0,False
M-0233,2026-04-14 12:14:32.013,2026-04-14 12:14:32.013,1,85.26,0.0,85.0,False
M-0233,2026-04-14 12:14:34.345,2026-04-14 12:14:34.345,1,86.5,0.0,85.0,False
M-0234,2026-04-14 12:13:45.235,2026-04-14 12:13:47.943,2,91.0,0.04513333333333334,85.0,False
M-0234,2026-04-14 12:13:56.044,2026-04-14 12:13:56.044,1,90.73,0.0,85.0,False
M-0234,2026-04-14 12:14:02.506,2026-04-14 12:14:04.429,2,86.65,0.03205,85.0,False
M-0234,2026-04-14 12:14:06.754,2026-04-14 12:14:06.754,1,89.08,0.0,85.0,False
M-0234,2026-04-14 12:14:13.273,2026-04-14 12:14:16.371,3,93.69,0.05163333333333333,85.0,False
M-0234,2026-04-14 12:14:22.047,2026-04-14 12:14:22.047,1,90.93,0.0,85.0,False
M-0234,2026-04-14 12:14:26.757,2026-04-14 12:14:26.757,1,89.43,0.0,85.0,False
M-0234,2026-04-14 12:14:28.786,2026-04-14 12:14:30.790,3,90.99,0.0334,85.0,False
M-0234,2026-04-14 12:14:33.116,2026-04-14 12:14:33.116,1,89.58,0.0,85.0,False
M-0235,2026-04-14 12:13:40.988,2026-04-14 12:13:44.434,3,89.96,0.057433333333333336,85.0,False
M-0235,2026-04-14 12:13:49.947,2026-04-14 12:13:49.947,1,93.63,0.0,85.0,False
M-0235,2026-04-14 12:13:53.460,2026-04-14 12:13:55.675,2,85.98,0.03691666666666667,85.0,False
M-0235,2026-04-14 12:14:05.118,2026-04-14 12:14:05.118,1,89.49,0.0,85.0,False
M-0235,2026-04-14 12:14:08.264,2026-04-14 12:14:10.365,2,93.55,0.03501666666666667,85.0,False
M-0235,2026-04-14 12:14:12.853,2026-04-14 12:14:12.853,1,86.38,0.0,85.0,False
M-0235,2026-04-14 12:14:16.118,2026-04-14 12:14:17.582,2,92.33,0.024399999999999998,85.0,False
M-0235,2026-04-14 12:14:21.908,2026-04-14 12:14:22.909,2,94.42,0.01668333333333333,85.0,False
M-0235,2026-04-14 12:14:26.476,2026-04-14 12:14:26.476,1,94.69,0.0,85.0,False
M-0235,2026-04-14 12:14:28.504,2026-04-14 12:14:28.504,1,85.85,0.0,85.0,False
M-0235,2026-04-14 12:14:32.995,2026-04-14 12:14:34.218,2,89.89,0.020383333333333333,85.0,False
M-0236,2026-04-14 12:13:39.846,2026-04-14 12:13:39.846,1,86.1,0.0,85.0,False
M-0236,2026-04-14 12:13:45.564,2026-04-14 12:13:45.564,1,92.32,0.0,85.0,False
M-0236,2026-04-14 12:13:53.067,2026-04-14 12:13:53.067,1,91.25,0.0,85.0,False
M-0236,2026-04-14 12:13:56.569,2026-04-14 12:14:03.148,5,92.2,0.10965,85.0,False
M-0236,2026-04-14 12:14:17.082,2026-04-14 12:14:18.580,2,88.57,0.024966666666666668,85.0,False
M-0236,2026-04-14 12:14:23.744,2026-04-14 12:14:23.744,1,87.75,0.0,85.0,False
M-0236,2026-04-14 12:14:27.107,2026-04-14 12:14:28.127,2,92.26,0.017,85.0,False
M-0236,2026-04-14 12:14:30.280,2026-04-14 12:14:30.280,1,94.79,0.0,85.0,False
M-0236,2026-04-14 12:14:32.612,2026-04-14 12:14:32.612,1,90.43,0.0,85.0,False
M-0237,2026-04-14 12:13:38.747,2026-04-14 12:13:38.747,1,94.89,0.0,85.0,False
M-0237,2026-04-14 12:13:49.513,2026-04-14 12:13:49.513,1,94.53,0.0,85.0,False
M-0237,2026-04-14 12:14:03.278,2026-04-14 12:14:03.278,1,85.42,0.0,85.0,False
M-0237,2026-04-14 12:14:11.148,2026-04-14 12:14:11.148,1,88.62,0.0,85.0,False
M-0237,2026-04-14 12:14:13.808,2026-04-14 12:14:18.682,4,94.2,0.08123333333333332,85.0,False
M-0237,2026-04-14 12:14:23.756,2026-04-14 12:14:25.980,3,91.06,0.03706666666666667,85.0,False
M-0237,2026-04-14 12:14:28.120,2026-04-14 12:14:29.138,2,94.5,0.016966666666666668,85.0,False
M-0237,2026-04-14 12:14:32.607,2026-04-14 12:14:36.346,4,94.4,0.062316666666666666,85.0,False
M-0238,2026-04-14 12:13:42.358,2026-04-14 12:13:44.448,2,93.37,0.034833333333333334,85.0,False
M-0238,2026-04-14 12:13:49.952,2026-04-14 12:13:52.190,2,89.9,0.0373,85.0,False
M-0238,2026-04-14 12:14:04.076,2026-04-14 12:14:04.076,1,87.0,0.0,85.0,False
M-0238,2026-04-14 12:14:10.391,2026-04-14 12:14:11.551,2,90.16,0.01933333333333333,85.0,False
M-0238,2026-04-14 12:14:14.407,2026-04-14 12:14:14.407,1,85.66,0.0,85.0,False
M-0238,2026-04-14 12:14:17.716,2026-04-14 12:14:17.716,1,92.3,0.0,85.0,False
M-0238,2026-04-14 12:14:22.949,2026-04-14 12:14:22.949,1,89.27,0.0,85.0,False
M-0238,2026-04-14 12:14:25.538,2026-04-14 12:14:28.624,4,93.69,0.05143333333333333,85.0,False
M-0238,2026-04-14 12:14:35.807,2026-04-14 12:14:35.807,1,94.55,0.0,85.0,False
M-0239,2026-04-14 12:13:54.571,2026-04-14 12:13:54.571,1,93.07,0.0,85.0,False
M-0239,2026-04-14 12:14:01.626,2026-04-14 12:14:04.528,3,92.28,0.04836666666666667,85.0,False
M-0239,2026-04-14 12:14:07.046,2026-04-14 12:14:07.046,1,90.4,0.0,85.0,False
M-0239,2026-04-14 12:14:10.869,2026-04-14 12:14:10.869,1,93.15,0.0,85.0,False
M-0239,2026-04-14 12:14:16.600,2026-04-14 12:14:18.189,2,90.91,0.026483333333333334,85.0,False
M-0239,2026-04-14 12:14:23.275,2026-04-14 12:14:25.836,3,92.72,0.04268333333333333,85.0,False
M-0239,2026-04-14 12:14:32.265,2026-04-14 12:14:34.517,3,92.22,0.03753333333333333,85.0,False
M-0239,2026-04-14 12:14:37.103,2026-04-14 12:14:37.103,1,87.6,0.0,85.0,False
M-0240,2026-04-14 12:13:38.749,2026-04-14 12:13:38.749,1,93.19,0.0,85.0,False
M-0240,2026-04-14 12:13:41.745,2026-04-14 12:13:44.245,2,94.05,0.041666666666666664,85.0,False
M-0240,2026-04-14 12:14:02.272,2026-04-14 12:14:03.456,2,94.34,0.019733333333333332,85.0,False
M-0240,2026-04-14 12:14:06.248,2026-04-14 12:14:07.761,2,92.53,0.025216666666666665,85.0,False
M-0240,2026-04-14 12:14:12.563,2026-04-14 12:14:12.563,1,88.54,0.0,85.0,False
M-0240,2026-04-14 12:14:15.980,2026-04-14 12:14:17.120,2,91.82,0.019,85.0,False
M-0240,2026-04-14 12:14:20.271,2026-04-14 12:14:20.271,1,93.4,0.0,85.0,False
M-0240,2026-04-14 12:14:22.679,2026-04-14 12:14:22.679,1,94.5,0.0,85.0,False
M-0240,2026-04-14 12:14:24.870,2026-04-14 12:14:24.870,1,92.11,0.0,85.0,False
M-0240,2026-04-14 12:14:28.242,2026-04-14 12:14:28.242,1,92.7,0.0,85.0,False
M-0240,2026-04-14 12:14:30.400,2026-04-14 12:14:30.400,1,91.48,0.0,85.0,False
M-0240,2026-04-14 12:14:32.648,2026-04-14 12:14:32.648,1,88.29,0.0,85.0,False
M-0240,2026-04-14 12:14:36.408,2026-04-14 12:14:37.915,2,93.78,0.025116666666666666,85.0,False
M-0241,2026-04-14 12:13:40.975,2026-04-14 12:13:40.975,1,90.55,0.0,85.0,False
M-0241,2026-04-14 12:13:44.432,2026-04-14 12:13:47.457,2,93.26,0.050416666666666665,85.0,False
M-0241,2026-04-14 12:13:59.394,2026-04-14 12:14:00.870,2,93.62,0.0246,85.0,False
M-0241,2026-04-14 12:14:10.363,2026-04-14 12:14:10.363,1,91.02,0.0,85.0,False
M-0241,2026-04-14 12:14:12.851,2026-04-14 12:14:12.851,1,91.75,0.0,85.0,False
M-0241,2026-04-14 12:14:16.117,2026-04-14 12:14:16.117,1,92.11,0.0,85.0,False
M-0241,2026-04-14 12:14:19.108,2026-04-14 12:14:19.108,1,92.47,0.0,85.0,False
M-0241,2026-04-14 12:14:25.473,2026-04-14 12:14:28.508,4,93.5,0.050583333333333334,85.0,False
M-0241,2026-04-14 12:14:30.652,2026-04-14 12:14:30.652,1,90.13,0.0,85.0,False
M-0241,2026-04-14 12:14:36.725,2026-04-14 12:14:38.216,2,91.79,0.02485,85.0,False
M-0242,2026-04-14 12:13:47.451,2026-04-14 12:13:55.668,5,91.64,0.13695000000000002,85.0,False
M-0242,2026-04-14 12:13:59.390,2026-04-14 12:13:59.390,1,92.35,0.0,85.0,False
M-0242,2026-04-14 12:14:05.116,2026-04-14 12:14:12.846,6,94.84,0.12883333333333333,85.0,False
M-0242,2026-04-14 12:14:16.115,2026-04-14 12:14:16.115,1,88.08,0.0,85.0,False
M-0242,2026-04-14 12:14:22.903,2026-04-14 12:14:22.903,1,93.62,0.0,85.0,False
M-0242,2026-04-14 12:14:25.472,2026-04-14 12:14:25.472,1,91.78,0.0,85.0,False
M-0242,2026-04-14 12:14:30.649,2026-04-14 12:14:30.649,1,86.86,0.0,85.0,False
M-0242,2026-04-14 12:14:32.993,2026-04-14 12:14:34.218,2,90.45,0.02041666666666667,85.0,False
M-0243,2026-04-14 12:13:44.203,2026-04-14 12:13:44.203,1,93.23,0.0,85.0,False
M-0243,2026-04-14 12:13:49.392,2026-04-14 12:13:49.392,1,86.23,0.0,85.0,False
M-0243,2026-04-14 12:13:55.123,2026-04-14 12:13:55.123,1,86.93,0.0,85.0,False
M-0243,2026-04-14 12:14:03.072,2026-04-14 12:14:03.072,1,86.54,0.0,85.0,False
M-0243,2026-04-14 12:14:06.168,2026-04-14 12:14:06.168,1,88.16,0.0,85.0,False
M-0243,2026-04-14 12:14:09.913,2026-04-14 12:14:09.913,1,94.21,0.0,85.0,False
M-0243,2026-04-14 12:14:12.417,2026-04-14 12:14:12.417,1,91.61,0.0,85.0,False
M-0243,2026-04-14 12:14:21.495,2026-04-14 12:14:29.107,8,91.9,0.12686666666666666,85.0,False
M-0243,2026-04-14 12:14:31.224,2026-04-14 12:14:31.224,1,86.35,0.0,85.0,False
M-0243,2026-04-14 12:14:37.551,2026-04-14 12:14:37.551,1,88.92,0.0,85.0,False
M-0244,2026-04-14 12:13:42.748,2026-04-14 12:13:45.197,2,93.41,0.04081666666666666,85.0,False
M-0244,2026-04-14 12:13:52.484,2026-04-14 12:13:54.123,2,91.17,0.027316666666666666,85.0,False
M-0244,2026-04-14 12:13:57.626,2026-04-14 12:13:57.626,1,92.61,0.0,85.0,False
M-0244,2026-04-14 12:14:02.522,2026-04-14 12:14:05.643,3,90.21,0.05201666666666667,85.0,False
M-0244,2026-04-14 12:14:11.973,2026-04-14 12:14:11.973,1,87.66,0.0,85.0,False
M-0244,2026-04-14 12:14:17.921,2026-04-14 12:14:19.509,2,93.09,0.02646666666666667,85.0,False
M-0244,2026-04-14 12:14:24.109,2026-04-14 12:14:24.109,1,86.61,0.0,85.0,False
M-0244,2026-04-14 12:14:27.789,2026-04-14 12:14:27.789,1,89.73,0.0,85.0,False
M-0244,2026-04-14 12:14:29.790,2026-04-14 12:14:35.897,6,94.06,0.10178333333333334,85.0,False
M-0245,2026-04-14 12:13:40.109,2026-04-14 12:13:41.405,2,94.31,0.0216,85.0,False
M-0245,2026-04-14 12:13:45.304,2026-04-14 12:13:48.101,2,90.32,0.04661666666666667,85.0,False
M-0245,2026-04-14 12:13:56.220,2026-04-14 12:13:56.220,1,85.58,0.0,85.0,False
M-0245,2026-04-14 12:14:01.422,2026-04-14 12:14:01.422,1,85.58,0.0,85.0,False
M-0245,2026-04-14 12:14:05.676,2026-04-14 12:14:05.676,1,94.94,0.0,85.0,False
M-0245,2026-04-14 12:14:09.437,2026-04-14 12:14:10.749,2,90.11,0.021866666666666666,85.0,False
M-0245,2026-04-14 12:14:13.381,2026-04-14 12:14:16.408,3,92.98,0.05045,85.0,False
M-0245,2026-04-14 12:14:19.556,2026-04-14 12:14:19.556,1,85.66,0.0,85.0,False
M-0245,2026-04-14 12:14:22.118,2026-04-14 12:14:22.118,1,88.8,0.0,85.0,False
M-0245,2026-04-14 12:14:24.232,2026-04-14 12:14:24.232,1,85.76,0.0,85.0,False
M-0245,2026-04-14 12:14:32.141,2026-04-14 12:14:33.165,2,92.31,0.017066666666666667,85.0,False
M-0245,2026-04-14 12:14:36.943,2026-04-14 12:14:38.701,2,87.44,0.0293,85.0,False
M-0246,2026-04-14 12:13:50.746,2026-04-14 12:13:50.746,1,89.91,0.0,85.0,False
M-0246,2026-04-14 12:13:54.305,2026-04-14 12:13:57.809,3,94.75,0.0584,85.0,False
M-0246,2026-04-14 12:14:05.692,2026-04-14 12:14:05.692,1,86.27,0.0,85.0,False
M-0246,2026-04-14 12:14:18.090,2026-04-14 12:14:18.090,1,86.09,0.0,85.0,False
M-0246,2026-04-14 12:14:22.211,2026-04-14 12:14:22.211,1,94.49,0.0,85.0,False
M-0246,2026-04-14 12:14:24.282,2026-04-14 12:14:26.838,3,94.82,0.0426,85.0,False
M-0246,2026-04-14 12:14:28.987,2026-04-14 12:14:28.987,1,91.17,0.0,85.0,False
M-0246,2026-04-14 12:14:32.265,2026-04-14 12:14:33.269,2,90.66,0.016733333333333333,85.0,False
M-0246,2026-04-14 12:14:36.096,2026-04-14 12:14:36.096,1,85.89,0.0,85.0,False
M-0247,2026-04-14 12:13:42.379,2026-04-14 12:13:42.379,1,91.77,0.0,85.0,False
M-0247,2026-04-14 12:13:49.969,2026-04-14 12:13:52.202,2,88.81,0.03721666666666667,85.0,False
