MACHINE_ID,TIMESTAMP,AVG_TEMPERATURE,AVG_VIBRATION,ANOMALY_EVENTS,TOTAL_EVENTS,ANOMALY_FLAG_RATE,ROLLING_MEAN_TEMP_3H,ROLLING_STD_TEMP_3H,ROLLING_MEAN_VIB_3H,ROLLING_STD_VIB_3H,TEMP_RATE_OF_CHANGE,VIB_RATE_OF_CHANGE,MACHINE_TEMP_P95,MACHINE_VIB_P95,TEMP_THRESHOLD_BASELINE,VIB_THRESHOLD_BASELINE,TEMP_THRESHOLD_BREACH,VIB_THRESHOLD_BREACH,MACHINE_RISK_SCORE,MACHINE_RISK_LEVEL
M-0813,2026-04-14 12:00:00,83.91029411764706,1.49,22,34,0.6470588235294118,83.91029411764706,0.0,1.49,0.0,0.0,0.0,83.91029411764706,1.49,85.0,2.0,0,0,15,LOW
M-0231,2026-04-14 12:00:00,83.90275,1.37825,25,40,0.625,83.90275,0.0,1.37825,0.0,0.0,0.0,83.90275,1.37825,85.0,2.0,0,0,15,LOW
M-0367,2026-04-14 12:00:00,83.89625,1.2914999999999999,26,40,0.65,83.89625,0.0,1.2914999999999999,0.0,0.0,0.0,83.89625,1.2914999999999999,85.0,2.0,0,0,15,LOW
M-0593,2026-04-14 12:00:00,83.89384615384616,1.2687179487179487,24,39,0.6153846153846154,83.89384615384616,0.0,1.2687179487179487,0.0,0.0,0.0,83.89384615384616,1.2687179487179487,85.0,2.0,0,0,15,LOW
M-0287,2026-04-14 12:00:00,83.89,1.3912820512820512,25,39,0.6410256410256411,83.89,0.0,1.3912820512820512,0.0,0.0,0.0,83.89,1.3912820512820512,85.0,2.0,0,0,15,LOW
M-0405,2026-04-14 12:00:00,83.887,1.249,20,40,0.5,83.887,0.0,1.249,0.0,0.0,0.0,83.887,1.249,85.0,2.0,0,0,15,LOW
M-0905,2026-04-14 12:00:00,83.8784375,1.3825,20,32,0.625,83.8784375,0.0,1.3825,0.0,0.0,0.0,83.8784375,1.3825,85.0,2.0,0,0,15,LOW
M-0031,2026-04-14 12:00:00,83.87658536585366,1.3095121951219513,22,41,0.5365853658536586,83.87658536585366,0.0,1.3095121951219513,0.0,0.0,0.0,83.87658536585366,1.3095121951219513,85.0,2.0,0,0,15,LOW
M-0922,2026-04-14 12:00:00,83.87285714285714,1.409714285714286,21,35,0.6,83.87285714285714,0.0,1.409714285714286,0.0,0.0,0.0,83.87285714285714,1.409714285714286,85.0,2.0,0,0,15,LOW
M-0520,2026-04-14 12:00:00,83.87275,1.3619999999999999,24,40,0.6,83.87275,0.0,1.3619999999999999,0.0,0.0,0.0,83.87275,1.3619999999999999,85.0,2.0,0,0,15,LOW
M-0175,2026-04-14 12:00:00,83.87024390243901,1.2999999999999998,23,41,0.5609756097560976,83.87024390243901,0.0,1.2999999999999998,0.0,0.0,0.0,83.87024390243901,1.2999999999999998,85.0,2.0,0,0,15,LOW
M-0509,2026-04-14 12:00:00,83.85775,1.3512499999999998,24,40,0.6,83.85775,0.0,1.3512499999999998,0.0,0.0,0.0,83.85775,1.3512499999999998,85.0,2.0,0,0,15,LOW
M-0579,2026-04-14 12:00:00,83.84515151515151,1.4333333333333333,20,33,0.6060606060606061,83.84515151515151,0.0,1.4333333333333333,0.0,0.0,0.0,83.84515151515151,1.4333333333333333,85.0,2.0,0,0,15,LOW
M-0064,2026-04-14 12:00:00,83.83825,1.4605000000000001,27,40,0.675,83.83825,0.0,1.4605000000000001,0.0,0.0,0.0,83.83825,1.4605000000000001,85.0,2.0,0,0,15,LOW
M-0548,2026-04-14 12:00:00,83.83775,1.2582499999999999,22,40,0.55,83.83775,0.0,1.2582499999999999,0.0,0.0,0.0,83.83775,1.2582499999999999,85.0,2.0,0,0,15,LOW
M-0580,2026-04-14 12:00:00,83.8295,1.37225,28,40,0.7,83.8295,0.0,1.37225,0.0,0.0,0.0,83.8295,1.37225,85.0,2.0,0,0,15,LOW
M-0653,2026-04-14 12:00:00,83.82875,1.201,20,40,0.5,83.82875,0.0,1.201,0.0,0.0,0.0,83.82875,1.201,85.0,2.0,0,0,15,LOW
M-0496,2026-04-14 12:00:00,83.82575,1.3370000000000002,25,40,0.625,83.82575,0.0,1.3370000000000002,0.0,0.0,0.0,83.82575,1.3370000000000002,85.0,2.0,0,0,15,LOW
M-0485,2026-04-14 12:00:00,83.82525,1.4985,24,40,0.6,83.82525,0.0,1.4985,0.0,0.0,0.0,83.82525,1.4985,85.0,2.0,0,0,15,LOW
M-0085,2026-04-14 12:00:00,83.80525,1.246,22,40,0.55,83.80525,0.0,1.246,0.0,0.0,0.0,83.80525,1.246,85.0,2.0,0,0,15,LOW
M-0491,2026-04-14 12:00:00,83.8040625,1.4284375,22,32,0.6875,83.8040625,0.0,1.4284375,0.0,0.0,0.0,83.8040625,1.4284375,85.0,2.0,0,0,15,LOW
M-0471,2026-04-14 12:00:00,83.8,1.4558823529411764,20,34,0.5882352941176471,83.8,0.0,1.4558823529411764,0.0,0.0,0.0,83.8,1.4558823529411764,85.0,2.0,0,0,15,LOW
M-0684,2026-04-14 12:00:00,83.78783783783784,1.218918918918919,19,37,0.5135135135135135,83.78783783783784,0.0,1.218918918918919,0.0,0.0,0.0,83.78783783783784,1.218918918918919,85.0,2.0,0,0,15,LOW
M-0306,2026-04-14 12:00:00,83.78256410256411,1.5246153846153847,23,39,0.5897435897435898,83.78256410256411,0.0,1.5246153846153847,0.0,0.0,0.0,83.78256410256411,1.5246153846153847,85.0,2.0,0,0,15,LOW
M-0752,2026-04-14 12:00:00,83.7771875,1.2746875,17,32,0.53125,83.7771875,0.0,1.2746875,0.0,0.0,0.0,83.7771875,1.2746875,85.0,2.0,0,0,15,LOW
M-0038,2026-04-14 12:00:00,83.77512820512821,1.363076923076923,24,39,0.6153846153846154,83.77512820512821,0.0,1.363076923076923,0.0,0.0,0.0,83.77512820512821,1.363076923076923,85.0,2.0,0,0,15,LOW
M-0242,2026-04-14 12:00:00,83.737,1.48125,24,40,0.6,83.737,0.0,1.48125,0.0,0.0,0.0,83.737,1.48125,85.0,2.0,0,0,15,LOW
M-0013,2026-04-14 12:00:00,83.72999999999999,1.3465853658536586,26,41,0.6341463414634146,83.72999999999999,0.0,1.3465853658536586,0.0,0.0,0.0,83.70235,1.3395060975609756,85.0,2.0,0,0,15,LOW
M-0329,2026-04-14 12:00:00,83.72682926829269,1.408780487804878,26,41,0.6341463414634146,83.72682926829269,0.0,1.408780487804878,0.0,0.0,0.0,83.72682926829269,1.408780487804878,85.0,2.0,0,0,15,LOW
M-0311,2026-04-14 12:00:00,83.72325,1.36525,24,40,0.6,83.72325,0.0,1.36525,0.0,0.0,0.0,83.72325,1.36525,85.0,2.0,0,0,15,LOW
M-0633,2026-04-14 12:00:00,83.72175,1.34575,23,40,0.575,83.72175,0.0,1.34575,0.0,0.0,0.0,83.72175,1.34575,85.0,2.0,0,0,15,LOW
M-0754,2026-04-14 12:00:00,83.72029411764706,1.4461764705882354,21,34,0.6176470588235294,83.72029411764706,0.0,1.4461764705882354,0.0,0.0,0.0,83.72029411764706,1.4461764705882354,85.0,2.0,0,0,15,LOW
M-0257,2026-04-14 12:00:00,83.71727272727273,1.2454545454545456,17,33,0.5151515151515151,83.71727272727273,0.0,1.2454545454545456,0.0,0.0,0.0,83.71727272727273,1.2454545454545456,85.0,2.0,0,0,15,LOW
M-0165,2026-04-14 12:00:00,83.70529411764706,1.3761764705882353,20,34,0.5882352941176471,83.70529411764706,0.0,1.3761764705882353,0.0,0.0,0.0,83.70529411764706,1.3761764705882353,85.0,2.0,0,0,15,LOW
M-0761,2026-04-14 12:00:00,83.70272727272727,1.3442424242424242,18,33,0.5454545454545454,83.70272727272727,0.0,1.3442424242424242,0.0,0.0,0.0,83.70272727272727,1.3442424242424242,85.0,2.0,0,0,15,LOW
M-0292,2026-04-14 12:00:00,83.70270270270271,1.199189189189189,23,37,0.6216216216216216,83.70270270270271,0.0,1.199189189189189,0.0,0.0,0.0,83.70270270270271,1.199189189189189,85.0,2.0,0,0,15,LOW
M-0112,2026-04-14 12:00:00,83.70025000000001,1.3287499999999999,27,40,0.675,83.70025000000001,0.0,1.3287499999999999,0.0,0.0,0.0,83.70025000000001,1.3287499999999999,85.0,2.0,0,0,15,LOW
M-0890,2026-04-14 12:00:00,83.69871794871794,1.4723076923076923,24,39,0.6153846153846154,83.69871794871794,0.0,1.4723076923076923,0.0,0.0,0.0,83.69871794871794,1.4723076923076923,85.0,2.0,0,0,15,LOW
M-0914,2026-04-14 12:00:00,83.69575757575758,1.4206060606060606,16,33,0.48484848484848486,83.69575757575758,0.0,1.4206060606060606,0.0,0.0,0.0,83.69575757575758,1.4206060606060606,85.0,2.0,0,0,15,LOW
M-0789,2026-04-14 12:00:00,83.69575757575758,1.2699999999999998,20,33,0.6060606060606061,83.69575757575758,0.0,1.2699999999999998,0.0,0.0,0.0,83.69575757575758,1.2699999999999998,85.0,2.0,0,0,15,LOW
M-0796,2026-04-14 12:00:00,83.689375,1.315625,20,32,0.625,83.689375,0.0,1.315625,0.0,0.0,0.0,83.689375,1.315625,85.0,2.0,0,0,15,LOW
M-0249,2026-04-14 12:00:00,83.68560975609756,1.5668292682926828,29,41,0.7073170731707317,83.68560975609756,0.0,1.5668292682926828,0.0,0.0,0.0,83.68560975609756,1.5668292682926828,85.0,2.0,0,0,15,LOW
M-0352,2026-04-14 12:00:00,83.68475,1.319,23,40,0.575,83.68475,0.0,1.319,0.0,0.0,0.0,83.68475,1.319,85.0,2.0,0,0,15,LOW
M-0452,2026-04-14 12:00:00,83.68363636363637,1.4227272727272728,17,33,0.5151515151515151,83.68363636363637,0.0,1.4227272727272728,0.0,0.0,0.0,83.68363636363637,1.4227272727272728,85.0,2.0,0,0,15,LOW
M-0336,2026-04-14 12:00:00,83.676,1.24,18,35,0.5142857142857142,83.676,0.0,1.24,0.0,0.0,0.0,83.676,1.24,85.0,2.0,0,0,15,LOW
M-0835,2026-04-14 12:00:00,83.67083333333333,1.2791666666666666,22,36,0.6111111111111112,83.67083333333333,0.0,1.2791666666666666,0.0,0.0,0.0,83.67083333333333,1.2791666666666666,85.0,2.0,0,0,15,LOW
M-0995,2026-04-14 12:00:00,83.670625,1.29,13,32,0.40625,83.670625,0.0,1.29,0.0,0.0,0.0,83.670625,1.29,85.0,2.0,0,0,15,LOW
M-0913,2026-04-14 12:00:00,83.6676923076923,1.405128205128205,24,39,0.6153846153846154,83.6676923076923,0.0,1.405128205128205,0.0,0.0,0.0,83.6676923076923,1.405128205128205,85.0,2.0,0,0,15,LOW
M-0871,2026-04-14 12:00:00,83.66731707317074,1.2465853658536585,25,41,0.6097560975609756,83.66731707317074,0.0,1.2465853658536585,0.0,0.0,0.0,83.66731707317074,1.2465853658536585,85.0,2.0,0,0,15,LOW
M-0800,2026-04-14 12:00:00,83.6640625,1.466875,22,32,0.6875,83.6640625,0.0,1.466875,0.0,0.0,0.0,83.6640625,1.466875,85.0,2.0,0,0,15,LOW
M-0788,2026-04-14 12:00:00,83.65815789473683,1.1671052631578949,22,38,0.5789473684210527,83.65815789473683,0.0,1.1671052631578949,0.0,0.0,0.0,83.65815789473683,1.1671052631578949,85.0,2.0,0,0,15,LOW
M-0654,2026-04-14 12:00:00,83.65558823529412,1.341764705882353,19,34,0.5588235294117647,83.65558823529412,0.0,1.341764705882353,0.0,0.0,0.0,83.65558823529412,1.341764705882353,85.0,2.0,0,0,15,LOW
M-0222,2026-04-14 12:00:00,83.6515,1.28925,24,40,0.6,83.6515,0.0,1.28925,0.0,0.0,0.0,83.6515,1.28925,85.0,2.0,0,0,15,LOW
M-0375,2026-04-14 12:00:00,83.6496875,1.51125,21,32,0.65625,83.6496875,0.0,1.51125,0.0,0.0,0.0,83.6496875,1.51125,85.0,2.0,0,0,15,LOW
M-0290,2026-04-14 12:00:00,83.64914285714285,1.1231428571428572,17,35,0.4857142857142857,83.64914285714285,0.0,1.1231428571428572,0.0,0.0,0.0,83.64914285714285,1.1231428571428572,85.0,2.0,0,0,15,LOW
M-0169,2026-04-14 12:00:00,83.64675,1.3647500000000001,22,40,0.55,83.64675,0.0,1.3647500000000001,0.0,0.0,0.0,83.64675,1.3647500000000001,85.0,2.0,0,0,15,LOW
M-0982,2026-04-14 12:00:00,83.64486486486487,1.2467567567567568,20,37,0.5405405405405406,83.64486486486487,0.0,1.2467567567567568,0.0,0.0,0.0,83.64486486486487,1.2467567567567568,85.0,2.0,0,0,15,LOW
M-0695,2026-04-14 12:00:00,83.64,1.3915000000000002,23,40,0.575,83.64,0.0,1.3915000000000002,0.0,0.0,0.0,83.64,1.3915000000000002,85.0,2.0,0,0,15,LOW
M-0566,2026-04-14 12:00:00,83.6285,1.47,23,40,0.575,83.6285,0.0,1.47,0.0,0.0,0.0,83.6285,1.47,85.0,2.0,0,0,15,LOW
M-0483,2026-04-14 12:00:00,83.6285,1.42025,22,40,0.55,83.6285,0.0,1.42025,0.0,0.0,0.0,83.6285,1.42025,85.0,2.0,0,0,15,LOW
M-0054,2026-04-14 12:00:00,83.623125,1.4190625,16,32,0.5,83.623125,0.0,1.4190625,0.0,0.0,0.0,83.623125,1.4190625,85.0,2.0,0,0,15,LOW
M-0232,2026-04-14 12:00:00,83.622,1.2465,22,40,0.55,83.622,0.0,1.2465,0.0,0.0,0.0,83.622,1.2465,85.0,2.0,0,0,15,LOW
M-0708,2026-04-14 12:00:00,83.62057142857142,1.3014285714285714,21,35,0.6,83.62057142857142,0.0,1.3014285714285714,0.0,0.0,0.0,83.62057142857142,1.3014285714285714,85.0,2.0,0,0,15,LOW
M-0777,2026-04-14 12:00:00,83.61846153846153,1.5135897435897436,24,39,0.6153846153846154,83.61846153846153,0.0,1.5135897435897436,0.0,0.0,0.0,83.61846153846153,1.5135897435897436,85.0,2.0,0,0,15,LOW
M-0912,2026-04-14 12:00:00,83.61558823529411,1.4744117647058825,27,34,0.7941176470588235,83.61558823529411,0.0,1.4744117647058825,0.0,0.0,0.0,83.61558823529411,1.4744117647058825,85.0,2.0,0,0,15,LOW
M-0387,2026-04-14 12:00:00,83.61342105263158,1.4897368421052632,26,38,0.6842105263157895,83.61342105263158,0.0,1.4897368421052632,0.0,0.0,0.0,83.61342105263158,1.4897368421052632,85.0,2.0,0,0,15,LOW
M-0811,2026-04-14 12:00:00,83.6103125,1.41125,19,32,0.59375,83.6103125,0.0,1.41125,0.0,0.0,0.0,83.6103125,1.41125,85.0,2.0,0,0,15,LOW
M-0163,2026-04-14 12:00:00,83.60631578947368,1.3842105263157896,24,38,0.631578947368421,83.60631578947368,0.0,1.3842105263157896,0.0,0.0,0.0,83.60631578947368,1.3842105263157896,85.0,2.0,0,0,15,LOW
M-0558,2026-04-14 12:00:00,83.60525,1.355,19,40,0.475,83.60525,0.0,1.355,0.0,0.0,0.0,83.60525,1.355,85.0,2.0,0,0,15,LOW
M-0989,2026-04-14 12:00:00,83.59828571428572,0.9117142857142857,21,35,0.6,83.59828571428572,0.0,0.9117142857142857,0.0,0.0,0.0,83.59828571428572,0.9117142857142857,85.0,2.0,0,0,15,LOW
M-0667,2026-04-14 12:00:00,83.59378378378378,1.3975675675675676,24,37,0.6486486486486487,83.59378378378378,0.0,1.3975675675675676,0.0,0.0,0.0,83.59378378378378,1.3975675675675676,85.0,2.0,0,0,15,LOW
M-0151,2026-04-14 12:00:00,83.59365853658537,1.444390243902439,24,41,0.5853658536585366,83.59365853658537,0.0,1.444390243902439,0.0,0.0,0.0,83.59365853658537,1.444390243902439,85.0,2.0,0,0,15,LOW
M-0877,2026-04-14 12:00:00,83.59205882352941,1.3594117647058823,19,34,0.5588235294117647,83.59205882352941,0.0,1.3594117647058823,0.0,0.0,0.0,83.59205882352941,1.3594117647058823,85.0,2.0,0,0,15,LOW
M-0271,2026-04-14 12:00:00,83.59025,1.2887499999999998,24,40,0.6,83.59025,0.0,1.2887499999999998,0.0,0.0,0.0,83.59025,1.2887499999999998,85.0,2.0,0,0,15,LOW
M-0881,2026-04-14 12:00:00,83.5835,1.417,26,40,0.65,83.5835,0.0,1.417,0.0,0.0,0.0,83.5835,1.417,85.0,2.0,0,0,15,LOW
M-0544,2026-04-14 12:00:00,83.57552631578947,1.1844736842105263,20,38,0.5263157894736842,83.57552631578947,0.0,1.1844736842105263,0.0,0.0,0.0,83.57552631578947,1.1844736842105263,85.0,2.0,0,0,15,LOW
M-0993,2026-04-14 12:00:00,83.57142857142857,1.3471428571428572,18,35,0.5142857142857142,83.57142857142857,0.0,1.3471428571428572,0.0,0.0,0.0,83.57142857142857,1.3471428571428572,85.0,2.0,0,0,15,LOW
M-0057,2026-04-14 12:00:00,83.56219512195122,1.372439024390244,24,41,0.5853658536585366,83.56219512195122,0.0,1.372439024390244,0.0,0.0,0.0,83.56219512195122,1.372439024390244,85.0,2.0,0,0,15,LOW
M-0741,2026-04-14 12:00:00,83.56117647058824,1.593235294117647,17,34,0.5,83.56117647058824,0.0,1.593235294117647,0.0,0.0,0.0,83.56117647058824,1.593235294117647,85.0,2.0,0,0,15,LOW
M-0497,2026-04-14 12:00:00,83.55825,1.3664999999999998,22,40,0.55,83.55825,0.0,1.3664999999999998,0.0,0.0,0.0,83.55825,1.3664999999999998,85.0,2.0,0,0,15,LOW
M-0600,2026-04-14 12:00:00,83.55449999999999,1.3047499999999999,24,40,0.6,83.55449999999999,0.0,1.3047499999999999,0.0,0.0,0.0,83.55449999999999,1.3047499999999999,85.0,2.0,0,0,15,LOW
M-0056,2026-04-14 12:00:00,83.5529268292683,1.4919512195121951,24,41,0.5853658536585366,83.5529268292683,0.0,1.4919512195121951,0.0,0.0,0.0,83.5529268292683,1.4919512195121951,85.0,2.0,0,0,15,LOW
M-0860,2026-04-14 12:00:00,83.5415625,1.245,19,32,0.59375,83.5415625,0.0,1.245,0.0,0.0,0.0,83.5415625,1.245,85.0,2.0,0,0,15,LOW
M-0724,2026-04-14 12:00:00,83.53868421052631,1.3228947368421053,23,38,0.6052631578947368,83.53868421052631,0.0,1.3228947368421053,0.0,0.0,0.0,83.53868421052631,1.3228947368421053,85.0,2.0,0,0,15,LOW
M-0601,2026-04-14 12:00:00,83.535,1.36075,24,40,0.6,83.535,0.0,1.36075,0.0,0.0,0.0,83.535,1.36075,85.0,2.0,0,0,15,LOW
M-0427,2026-04-14 12:00:00,83.53105263157894,1.2857894736842106,20,38,0.5263157894736842,83.53105263157894,0.0,1.2857894736842106,0.0,0.0,0.0,83.53105263157894,1.2857894736842106,85.0,2.0,0,0,15,LOW
M-0662,2026-04-14 12:00:00,83.52692307692308,1.4846153846153847,23,39,0.5897435897435898,83.52692307692308,0.0,1.4846153846153847,0.0,0.0,0.0,83.52692307692308,1.4846153846153847,85.0,2.0,0,0,15,LOW
M-0645,2026-04-14 12:00:00,83.52153846153847,1.367948717948718,22,39,0.5641025641025641,83.52153846153847,0.0,1.367948717948718,0.0,0.0,0.0,83.52153846153847,1.367948717948718,85.0,2.0,0,0,15,LOW
M-0215,2026-04-14 12:00:00,83.5203125,1.2865625,17,32,0.53125,83.5203125,0.0,1.2865625,0.0,0.0,0.0,83.5203125,1.2865625,85.0,2.0,0,0,15,LOW
M-0092,2026-04-14 12:00:00,83.50170731707317,1.3031707317073171,21,41,0.5121951219512195,83.50170731707317,0.0,1.3031707317073171,0.0,0.0,0.0,83.50170731707317,1.3031707317073171,85.0,2.0,0,0,15,LOW
M-0174,2026-04-14 12:00:00,83.49219512195121,1.3482926829268294,27,41,0.6585365853658537,83.49219512195121,0.0,1.3482926829268294,0.0,0.0,0.0,83.49219512195121,1.3482926829268294,85.0,2.0,0,0,15,LOW
M-0320,2026-04-14 12:00:00,83.49000000000001,1.503076923076923,26,39,0.6666666666666666,83.49000000000001,0.0,1.503076923076923,0.0,0.0,0.0,83.49000000000001,1.503076923076923,85.0,2.0,0,0,15,LOW
M-0239,2026-04-14 12:00:00,83.48818181818183,1.3254545454545454,17,33,0.5151515151515151,83.48818181818183,0.0,1.3254545454545454,0.0,0.0,0.0,83.48818181818183,1.3254545454545454,85.0,2.0,0,0,15,LOW
M-0564,2026-04-14 12:00:00,83.48513513513512,1.3227027027027027,19,37,0.5135135135135135,83.48513513513512,0.0,1.3227027027027027,0.0,0.0,0.0,83.48513513513512,1.3227027027027027,85.0,2.0,0,0,15,LOW
M-0458,2026-04-14 12:00:00,83.47025,1.46625,24,40,0.6,83.47025,0.0,1.46625,0.0,0.0,0.0,83.47025,1.46625,85.0,2.0,0,0,15,LOW
M-0971,2026-04-14 12:00:00,83.46971428571429,1.0931428571428572,19,35,0.5428571428571428,83.46971428571429,0.0,1.0931428571428572,0.0,0.0,0.0,83.46971428571429,1.0931428571428572,85.0,2.0,0,0,15,LOW
M-0894,2026-04-14 12:00:00,83.46725,1.252,21,40,0.525,83.46725,0.0,1.252,0.0,0.0,0.0,83.46725,1.252,85.0,2.0,0,0,15,LOW
M-0240,2026-04-14 12:00:00,83.46725,1.34625,24,40,0.6,83.46725,0.0,1.34625,0.0,0.0,0.0,83.46725,1.34625,85.0,2.0,0,0,15,LOW
M-0546,2026-04-14 12:00:00,83.46621621621621,1.4416216216216218,26,37,0.7027027027027027,83.46621621621621,0.0,1.4416216216216218,0.0,0.0,0.0,83.46621621621621,1.4416216216216218,85.0,2.0,0,0,15,LOW
M-0595,2026-04-14 12:00:00,83.45764705882353,1.3976470588235295,19,34,0.5588235294117647,83.45764705882353,0.0,1.3976470588235295,0.0,0.0,0.0,83.45764705882353,1.3976470588235295,85.0,2.0,0,0,15,LOW
M-0266,2026-04-14 12:00:00,83.44902439024389,1.256829268292683,21,41,0.5121951219512195,83.44902439024389,0.0,1.256829268292683,0.0,0.0,0.0,83.44902439024389,1.256829268292683,85.0,2.0,0,0,15,LOW
M-0865,2026-04-14 12:00:00,83.44365853658536,1.536829268292683,23,41,0.5609756097560976,83.44365853658536,0.0,1.536829268292683,0.0,0.0,0.0,83.44365853658536,1.536829268292683,85.0,2.0,0,0,15,LOW
M-0438,2026-04-14 12:00:00,83.44225,1.385,22,40,0.55,83.44225,0.0,1.385,0.0,0.0,0.0,83.44225,1.385,85.0,2.0,0,0,15,LOW
M-0898,2026-04-14 12:00:00,83.44076923076923,1.4361538461538461,22,39,0.5641025641025641,83.44076923076923,0.0,1.4361538461538461,0.0,0.0,0.0,83.44076923076923,1.4361538461538461,85.0,2.0,0,0,15,LOW
M-0032,2026-04-14 12:00:00,83.43025641025642,1.4074358974358974,23,39,0.5897435897435898,83.43025641025642,0.0,1.4074358974358974,0.0,0.0,0.0,83.43025641025642,1.4074358974358974,85.0,2.0,0,0,15,LOW
M-0535,2026-04-14 12:00:00,83.42461538461538,1.1876923076923076,21,39,0.5384615384615384,83.42461538461538,0.0,1.1876923076923076,0.0,0.0,0.0,83.42461538461538,1.1876923076923076,85.0,2.0,0,0,15,LOW
M-0019,2026-04-14 12:00:00,83.42425,1.41275,27,40,0.675,83.42425,0.0,1.41275,0.0,0.0,0.0,83.2958375,1.5326875,85.0,2.0,0,0,15,LOW
M-0167,2026-04-14 12:00:00,83.42181818181818,1.4678787878787878,22,33,0.6666666666666666,83.42181818181818,0.0,1.4678787878787878,0.0,0.0,0.0,83.42181818181818,1.4678787878787878,85.0,2.0,0,0,15,LOW
M-0806,2026-04-14 12:00:00,83.42114285714287,1.2697142857142856,21,35,0.6,83.42114285714287,0.0,1.2697142857142856,0.0,0.0,0.0,83.42114285714287,1.2697142857142856,85.0,2.0,0,0,15,LOW
M-0141,2026-04-14 12:00:00,83.41975,1.5695000000000001,23,40,0.575,83.41975,0.0,1.5695000000000001,0.0,0.0,0.0,83.41975,1.5695000000000001,85.0,2.0,0,0,15,LOW
M-0412,2026-04-14 12:00:00,83.41512195121952,1.3943902439024392,26,41,0.6341463414634146,83.41512195121952,0.0,1.3943902439024392,0.0,0.0,0.0,83.41512195121952,1.3943902439024392,85.0,2.0,0,0,15,LOW
M-0295,2026-04-14 12:00:00,83.40560975609756,1.3717073170731708,24,41,0.5853658536585366,83.40560975609756,0.0,1.3717073170731708,0.0,0.0,0.0,83.40560975609756,1.3717073170731708,85.0,2.0,0,0,15,LOW
M-0472,2026-04-14 12:00:00,83.4048717948718,1.4002564102564103,24,39,0.6153846153846154,83.4048717948718,0.0,1.4002564102564103,0.0,0.0,0.0,83.4048717948718,1.4002564102564103,85.0,2.0,0,0,15,LOW
M-0123,2026-04-14 12:00:00,83.40275,1.4324999999999999,22,40,0.55,83.40275,0.0,1.4324999999999999,0.0,0.0,0.0,83.40275,1.4324999999999999,85.0,2.0,0,0,15,LOW
M-0281,2026-04-14 12:00:00,83.39657142857143,1.4948571428571429,22,35,0.6285714285714286,83.39657142857143,0.0,1.4948571428571429,0.0,0.0,0.0,83.39657142857143,1.4948571428571429,85.0,2.0,0,0,15,LOW
M-0614,2026-04-14 12:00:00,83.3963888888889,1.1938888888888888,20,36,0.5555555555555556,83.3963888888889,0.0,1.1938888888888888,0.0,0.0,0.0,83.3963888888889,1.1938888888888888,85.0,2.0,0,0,15,LOW
M-0285,2026-04-14 12:00:00,83.39358974358974,1.3120512820512822,24,39,0.6153846153846154,83.39358974358974,0.0,1.3120512820512822,0.0,0.0,0.0,83.39358974358974,1.3120512820512822,85.0,2.0,0,0,15,LOW
M-0289,2026-04-14 12:00:00,83.39272727272727,1.226969696969697,21,33,0.6363636363636364,83.39272727272727,0.0,1.226969696969697,0.0,0.0,0.0,83.39272727272727,1.226969696969697,85.0,2.0,0,0,15,LOW
M-0945,2026-04-14 12:00:00,83.390625,1.4721875,16,32,0.5,83.390625,0.0,1.4721875,0.0,0.0,0.0,83.390625,1.4721875,85.0,2.0,0,0,15,LOW
M-0872,2026-04-14 12:00:00,83.38228571428571,1.4228571428571428,20,35,0.5714285714285714,83.38228571428571,0.0,1.4228571428571428,0.0,0.0,0.0,83.38228571428571,1.4228571428571428,85.0,2.0,0,0,15,LOW
M-0359,2026-04-14 12:00:00,83.37926829268294,1.1770731707317073,22,41,0.5365853658536586,83.37926829268294,0.0,1.1770731707317073,0.0,0.0,0.0,83.37926829268294,1.1770731707317073,85.0,2.0,0,0,15,LOW
M-0980,2026-04-14 12:00:00,83.37820512820512,1.3035897435897437,23,39,0.5897435897435898,83.37820512820512,0.0,1.3035897435897437,0.0,0.0,0.0,83.37820512820512,1.3035897435897437,85.0,2.0,0,0,15,LOW
M-0935,2026-04-14 12:00:00,83.37722222222222,1.4580555555555557,22,36,0.6111111111111112,83.37722222222222,0.0,1.4580555555555557,0.0,0.0,0.0,83.37722222222222,1.4580555555555557,85.0,2.0,0,0,15,LOW
M-0635,2026-04-14 12:00:00,83.37647058823529,1.2297058823529412,17,34,0.5,83.37647058823529,0.0,1.2297058823529412,0.0,0.0,0.0,83.37647058823529,1.2297058823529412,85.0,2.0,0,0,15,LOW
M-0709,2026-04-14 12:00:00,83.36999999999999,1.3105128205128205,20,39,0.5128205128205128,83.36999999999999,0.0,1.3105128205128205,0.0,0.0,0.0,83.36999999999999,1.3105128205128205,85.0,2.0,0,0,15,LOW
M-0268,2026-04-14 12:00:00,83.36951219512196,1.3846341463414635,26,41,0.6341463414634146,83.36951219512196,0.0,1.3846341463414635,0.0,0.0,0.0,83.36951219512196,1.3846341463414635,85.0,2.0,0,0,15,LOW
M-0029,2026-04-14 12:00:00,83.368,1.4035,22,40,0.55,83.368,0.0,1.4035,0.0,0.0,0.0,83.368,1.4035,85.0,2.0,0,0,15,LOW
M-0046,2026-04-14 12:00:00,83.36634146341463,1.5073170731707317,25,41,0.6097560975609756,83.36634146341463,0.0,1.5073170731707317,0.0,0.0,0.0,83.36634146341463,1.5073170731707317,85.0,2.0,0,0,15,LOW
